Date, MaxTemperature, MinTemperature, AvgTemperature
3/1/2017,63,32,47.5
3/2/2017,40,28,34
3/3/2017,38,21,29.5
3/4/2017,55,29,42
3/5/2017,64,31,47.5
3/6/2017,61,50,55.5
3/7/2017,63,40,51.5
3/8/2017,59,33,46
3/9/2017,57,33,45
3/10/2017,39,27,33
3/11/2017,34,23,28.5
3/12/2017,38,19,28.5
3/13/2017,32,24,28
3/14/2017,28,18,23
3/15/2017,30,14,22
3/16/2017,46,15,30.5
3/17/2017,54,34,44
3/18/2017,42,35,38.5
3/19/2017,56,27,41.5
3/20/2017,70,43,56.5
3/21/2017,54,33,43.5
3/22/2017,43,26,34.5
3/23/2017,49,29,39
3/24/2017,77,47,62
3/25/2017,69,55,62
3/26/2017,63,48,55.5
3/27/2017,63,43,53
3/28/2017,57,42,49.5
3/29/2017,60,43,51.5
3/30/2017,67,48,57.5
3/31/2017,51,39,45
4/1/2017,57,36,46.5
4/2/2017,65,41,53
4/3/2017,67,51,59
4/4/2017,57,48,52.5
4/5/2017,53,39,46
4/6/2017,52,38,45
4/7/2017,56,33,44.5
4/8/2017,69,33,51
4/9/2017,76,46,61
4/10/2017,70,56,63
4/11/2017,57,43,50
4/12/2017,68,37,52.5
4/13/2017,80,46,63
4/14/2017,83,51,67
4/15/2017,80,59,69.5
4/16/2017,70,56,63
4/17/2017,71,50,60.5
4/18/2017,76,46,61
4/19/2017,81,60,70.5
4/20/2017,80,51,65.5
4/21/2017,58,44,51
4/22/2017,63,42,52.5
4/23/2017,71,40,55.5
4/24/2017,77,45,61
4/25/2017,79,48,63.5
4/26/2017,78,58,68
4/27/2017,58,44,51
4/28/2017,55,45,50
4/29/2017,59,47,53
4/30/2017,67,54,60.5
5/1/2017,62,44,53
5/2/2017,59,42,50.5
5/3/2017,51,38,44.5
5/4/2017,47,44,45.5
5/5/2017,63,41,52
5/6/2017,61,43,52
5/7/2017,65,38,51.5
5/8/2017,66,40,53
5/9/2017,81,49,65
5/10/2017,82,54,68
5/11/2017,63,54,58.5
5/12/2017,72,49,60.5
5/13/2017,79,48,63.5
5/14/2017,83,57,70
5/15/2017,86,56,71
5/16/2017,84,59,71.5
5/17/2017,82,67,74.5
5/18/2017,87,60,73.5
5/19/2017,60,50,55
5/20/2017,79,52,65.5
5/21/2017,66,46,56
5/22/2017,73,45,59
5/23/2017,70,56,63
5/24/2017,61,55,58
5/25/2017,67,53,60
5/26/2017,80,52,66
5/27/2017,75,59,67
5/28/2017,80,61,70.5
5/29/2017,81,57,69
5/30/2017,77,53,65
5/31/2017,78,54,66
6/1/2017,82,50,66
6/2/2017,86,53,69.5
6/3/2017,90,61,75.5
6/4/2017,89,69,79
6/5/2017,91,60,75.5
6/6/2017,79,53,66
6/7/2017,78,56,67
6/8/2017,82,51,66.5
6/9/2017,86,58,72
6/10/2017,87,64,75.5
6/11/2017,90,65,77.5
6/12/2017,93,67,80
6/13/2017,94,68,81
6/14/2017,93,68,80.5
6/15/2017,88,66,77
6/16/2017,88,66,77
6/17/2017,87,70,78.5
6/18/2017,81,64,72.5
6/19/2017,81,59,70
6/20/2017,86,56,71
6/21/2017,86,63,74.5
6/22/2017,86,69,77.5
6/23/2017,81,63,72
6/24/2017,76,56,66
6/25/2017,76,54,65
6/26/2017,72,51,61.5
6/27/2017,76,49,62.5
6/28/2017,84,53,68.5
6/29/2017,89,70,79.5
6/30/2017,84,68,76
7/1/2017,84,66,75
7/2/2017,88,61,74.5
7/3/2017,89,67,78
7/4/2017,89,67,78
7/5/2017,86,70,78
7/6/2017,89,70,79.5
7/7/2017,92,69,80.5
7/8/2017,83,64,73.5
7/9/2017,88,59,73.5
7/10/2017,90,68,79
7/11/2017,85,69,77
7/12/2017,91,69,80
7/13/2017,85,74,79.5
7/14/2017,81,65,73
7/15/2017,80,59,69.5
7/16/2017,88,60,74
7/17/2017,86,63,74.5
7/18/2017,88,62,75
7/19/2017,91,71,81
7/20/2017,92,70,81
7/21/2017,94,72,83
7/22/2017,90,70,80
7/23/2017,90,68,79
7/24/2017,81,64,72.5
7/25/2017,84,61,72.5
7/26/2017,89,63,76
7/27/2017,83,69,76
7/28/2017,83,65,74
7/29/2017,79,60,69.5
7/30/2017,84,60,72
7/31/2017,85,64,74.5
8/1/2017,87,66,76.5
8/2/2017,86,62,74
8/3/2017,88,64,76
8/4/2017,71,55,63
8/5/2017,78,52,65
8/6/2017,72,61,66.5
8/7/2017,77,62,69.5
8/8/2017,82,57,69.5
8/9/2017,83,55,69
8/10/2017,87,59,73
8/11/2017,84,64,74
8/12/2017,79,60,69.5
8/13/2017,81,56,68.5
8/14/2017,85,60,72.5
8/15/2017,89,65,77
8/16/2017,86,66,76
8/17/2017,86,67,76.5
8/18/2017,85,63,74
8/19/2017,87,63,75
8/20/2017,92,64,78
8/21/2017,89,69,79
8/22/2017,81,62,71.5
8/23/2017,79,57,68
8/24/2017,79,53,66
8/25/2017,78,53,65.5
8/26/2017,81,56,68.5
8/27/2017,83,56,69.5
8/28/2017,84,60,72
8/29/2017,81,58,69.5
8/30/2017,80,61,70.5
8/31/2017,78,60,69
9/1/2017,71,54,62.5
9/2/2017,75,49,62
9/3/2017,83,57,70
9/4/2017,90,54,72
9/5/2017,72,53,62.5
9/6/2017,67,48,57.5
9/7/2017,72,45,58.5
9/8/2017,81,46,63.5
9/9/2017,80,53,66.5
9/10/2017,76,47,61.5
9/11/2017,74,48,61
9/12/2017,79,56,67.5
9/13/2017,71,62,66.5
9/14/2017,81,61,71
9/15/2017,90,57,73.5
9/16/2017,90,60,75
9/17/2017,90,63,76.5
9/18/2017,85,67,76
9/19/2017,82,65,73.5
9/20/2017,95,63,79
9/21/2017,95,68,81.5
9/22/2017,95,67,81
9/23/2017,94,67,80.5
9/24/2017,93,64,78.5
9/25/2017,91,62,76.5
9/26/2017,93,64,78.5
9/27/2017,75,57,66
9/28/2017,73,51,62
9/29/2017,78,47,62.5
9/30/2017,72,49,60.5
10/1/2017,77,44,60.5
10/2/2017,85,58,71.5
10/3/2017,79,61,70
10/4/2017,76,66,71
10/5/2017,74,60,67
10/6/2017,71,65,68
10/7/2017,85,59,72
10/8/2017,79,51,65
10/9/2017,84,57,70.5
10/10/2017,77,58,67.5
10/11/2017,58,54,56
10/12/2017,63,48,55.5
10/13/2017,78,47,62.5
10/14/2017,85,57,71
10/15/2017,73,48,60.5
10/16/2017,65,39,52
10/17/2017,70,39,54.5
10/18/2017,71,40,55.5
10/19/2017,78,46,62
10/20/2017,79,49,64
10/21/2017,76,48,62
10/22/2017,71,52,61.5
10/23/2017,53,48,50.5
10/24/2017,48,40,44
10/25/2017,52,35,43.5
10/26/2017,64,33,48.5
10/27/2017,52,37,44.5
10/28/2017,39,34,36.5
10/29/2017,48,31,39.5
10/30/2017,51,32,41.5
10/31/2017,42,30,36
11/1/2017,54,35,44.5
11/2/2017,64,49,56.5
11/3/2017,56,41,48.5
11/4/2017,61,42,51.5
11/5/2017,70,48,59
11/6/2017,49,37,43
11/7/2017,50,39,44.5
11/8/2017,50,32,41
11/9/2017,52,26,39
11/10/2017,37,20,28.5
11/11/2017,45,24,34.5
11/12/2017,40,36,38
11/13/2017,45,32,38.5
11/14/2017,52,29,40.5
11/15/2017,56,32,44
11/16/2017,34,28,31
11/17/2017,52,27,39.5
11/18/2017,61,34,47.5
11/19/2017,36,27,31.5
11/20/2017,52,28,40
11/21/2017,52,28,40
11/22/2017,37,22,29.5
11/23/2017,49,28,38.5
11/24/2017,60,27,43.5
11/25/2017,57,33,45
11/26/2017,54,26,40
11/27/2017,64,32,48
11/28/2017,67,41,54
11/29/2017,52,37,44.5
11/30/2017,54,32,43
12/1/2017,53,28,40.5
12/2/2017,58,30,44
12/3/2017,60,28,44
12/4/2017,64,47,55.5
12/5/2017,49,26,37.5
12/6/2017,41,26,33.5
12/7/2017,30,17,23.5
12/8/2017,36,13,24.5
12/9/2017,32,19,25.5
12/10/2017,41,16,28.5
12/11/2017,52,19,35.5
12/12/2017,33,20,26.5
12/13/2017,44,21,32.5
12/14/2017,32,21,26.5
12/15/2017,36,19,27.5
12/16/2017,53,29,41
12/17/2017,50,31,40.5
12/18/2017,49,36,42.5
12/19/2017,49,34,41.5
12/20/2017,46,30,38
12/21/2017,47,27,37
12/22/2017,48,36,42
12/23/2017,37,24,30.5
12/24/2017,24,17,20.5
12/25/2017,19,8,13.5
12/26/2017,11,1,6
12/27/2017,6,-4,1
12/28/2017,17,1,9
12/29/2017,17,13,15
12/30/2017,17,-1,8
12/31/2017,3,-5,-1
1/1/2018,-3,-15,-9
1/2/2018,8,-14,-3
1/3/2018,19,0,9.5
1/4/2018,8,-4,2
1/5/2018,8,-4,2
1/6/2018,12,-6,3
1/7/2018,33,4,18.5
1/8/2018,33,28,30.5
1/9/2018,32,27,29.5
1/10/2018,54,32,43
1/11/2018,59,17,38
1/12/2018,23,14,18.5
1/13/2018,20,7,13.5
1/14/2018,24,2,13
1/15/2018,25,-1,12
1/16/2018,7,-5,1
1/17/2018,17,-2,7.5
1/18/2018,32,12,22
1/19/2018,39,20,29.5
1/20/2018,41,28,34.5
1/21/2018,51,37,44
1/22/2018,55,36,45.5
1/23/2018,37,28,32.5
1/24/2018,29,22,25.5
1/25/2018,49,23,36
1/26/2018,53,30,41.5
1/27/2018,53,28,40.5
1/28/2018,51,26,38.5
1/29/2018,30,19,24.5
1/30/2018,33,13,23
1/31/2018,46,29,37.5
2/1/2018,36,11,23.5
2/2/2018,23,5,14
2/3/2018,40,22,31
2/4/2018,36,6,21
2/5/2018,20,-7,6.5
2/6/2018,17,5,11
2/7/2018,22,9,15.5
2/8/2018,30,5,17.5
2/9/2018,48,27,37.5
2/10/2018,27,20,23.5
2/11/2018,25,14,19.5
2/12/2018,31,10,20.5
2/13/2018,42,18,30
2/14/2018,51,30,40.5
2/15/2018,62,41,51.5
2/16/2018,41,23,32
2/17/2018,35,21,28
2/18/2018,47,20,33.5
2/19/2018,62,42,52
2/20/2018,65,34,49.5
2/21/2018,34,30,32
2/22/2018,45,31,38
2/23/2018,46,36,41
2/24/2018,55,36,45.5
2/25/2018,48,29,38.5
2/26/2018,56,27,41.5
2/27/2018,63,32,47.5
2/28/2018,56,44,50
3/1/2018,51,33,42
3/2/2018,48,31,39.5
3/3/2018,52,28,40
3/4/2018,54,29,41.5
3/5/2018,41,32,36.5
3/6/2018,47,27,37
3/7/2018,39,26,32.5
3/8/2018,35,21,28
3/9/2018,42,21,31.5
3/10/2018,46,28,37
3/11/2018,41,29,35
3/12/2018,45,27,36
3/13/2018,40,23,31.5
3/14/2018,49,19,34
3/15/2018,56,31,43.5
3/16/2018,47,25,36
3/17/2018,38,30,34
3/18/2018,53,26,39.5
3/19/2018,57,37,47
3/20/2018,40,28,34
3/21/2018,46,26,36
3/22/2018,52,23,37.5
3/23/2018,51,31,41
3/24/2018,39,29,34
3/25/2018,40,23,31.5
3/26/2018,50,28,39
3/27/2018,55,39,47
3/28/2018,52,39,45.5
3/29/2018,49,38,43.5
3/30/2018,52,34,43
3/31/2018,54,32,43
4/1/2018,36,23,29.5
4/2/2018,41,14,27.5
4/3/2018,66,34,50
4/4/2018,34,26,30
4/5/2018,50,23,36.5
4/6/2018,43,26,34.5
4/7/2018,39,21,30
4/8/2018,42,24,33
4/9/2018,40,30,35
4/10/2018,45,28,36.5
4/11/2018,67,31,49
4/12/2018,77,52,64.5
4/13/2018,72,56,64
4/14/2018,66,50,58
4/15/2018,50,32,41
4/16/2018,34,27,30.5
4/17/2018,49,28,38.5
4/18/2018,56,32,44
4/19/2018,55,33,44
4/20/2018,62,30,46
4/21/2018,64,41,52.5
4/22/2018,68,46,57
4/23/2018,64,45,54.5
4/24/2018,63,48,55.5
4/25/2018,63,41,52
4/26/2018,67,35,51
4/27/2018,70,42,56
4/28/2018,58,37,47.5
4/29/2018,64,31,47.5
4/30/2018,76,36,56
5/1/2018,83,45,64
5/2/2018,86,63,74.5
5/3/2018,74,61,67.5
5/4/2018,72,54,63
5/5/2018,80,50,65
5/6/2018,80,53,66.5
5/7/2018,76,50,63
5/8/2018,80,51,65.5
5/9/2018,82,53,67.5
5/10/2018,81,55,68
5/11/2018,85,59,72
5/12/2018,76,58,67
5/13/2018,85,58,71.5
5/14/2018,90,63,76.5
5/15/2018,77,57,67
5/16/2018,83,57,70
5/17/2018,84,60,72
5/18/2018,77,62,69.5
5/19/2018,85,63,74
5/20/2018,80,58,69
5/21/2018,77,58,67.5
5/22/2018,83,61,72
5/23/2018,85,55,70
5/24/2018,87,60,73.5
5/25/2018,91,60,75.5
5/26/2018,89,68,78.5
5/27/2018,94,67,80.5
5/28/2018,96,66,81
5/29/2018,87,69,78
5/30/2018,82,70,76
5/31/2018,90,67,78.5
6/1/2018,90,61,75.5
6/2/2018,85,55,70
6/3/2018,82,61,71.5
6/4/2018,79,56,67.5
6/5/2018,87,56,71.5
6/6/2018,83,53,68
6/7/2018,91,64,77.5
6/8/2018,87,67,77
6/9/2018,81,66,73.5
6/10/2018,79,64,71.5
6/11/2018,77,65,71
6/12/2018,84,66,75
6/13/2018,83,63,73
6/14/2018,82,60,71
6/15/2018,91,65,78
6/16/2018,92,70,81
6/17/2018,92,71,81.5
6/18/2018,92,74,83
6/19/2018,89,70,79.5
6/20/2018,87,70,78.5
6/21/2018,81,64,72.5
6/22/2018,76,64,70
6/23/2018,73,63,68
6/24/2018,82,61,71.5
6/25/2018,83,62,72.5
6/26/2018,83,68,75.5
6/27/2018,84,65,74.5
6/28/2018,86,66,76
6/29/2018,91,68,79.5
6/30/2018,91,72,81.5
7/1/2018,91,70,80.5
7/2/2018,87,70,78.5
7/3/2018,92,70,81
7/4/2018,92,71,81.5
7/5/2018,91,71,81
7/6/2018,80,61,70.5
7/7/2018,81,58,69.5
7/8/2018,85,58,71.5
7/9/2018,89,65,77
7/10/2018,91,70,80.5
7/11/2018,86,66,76
7/12/2018,86,64,75
7/13/2018,89,63,76
7/14/2018,83,67,75
7/15/2018,84,70,77
7/16/2018,89,71,80
7/17/2018,85,66,75.5
7/18/2018,81,62,71.5
7/19/2018,85,60,72.5
7/20/2018,82,68,75
7/21/2018,80,66,73
7/22/2018,80,66,73
7/23/2018,83,63,73
7/24/2018,86,64,75
7/25/2018,84,66,75
7/26/2018,83,63,73
7/27/2018,79,58,68.5
7/28/2018,80,57,68.5
7/29/2018,67,59,63
7/30/2018,76,62,69
7/31/2018,74,61,67.5
8/1/2018,82,59,70.5
8/2/2018,86,60,73
8/3/2018,88,65,76.5
8/4/2018,90,67,78.5
8/5/2018,91,67,79
8/6/2018,91,69,80
8/7/2018,80,67,73.5
8/8/2018,85,68,76.5
8/9/2018,88,63,75.5
8/10/2018,89,68,78.5
8/11/2018,86,67,76.5
8/12/2018,88,63,75.5
8/13/2018,88,65,76.5
8/14/2018,87,61,74
8/15/2018,78,69,73.5
8/16/2018,87,69,78
8/17/2018,83,68,75.5
8/18/2018,83,67,75
8/19/2018,87,66,76.5
8/20/2018,86,68,77
8/21/2018,76,66,71
8/22/2018,78,59,68.5
8/23/2018,80,56,68
8/24/2018,72,59,65.5
8/25/2018,87,62,74.5
8/26/2018,92,73,82.5
8/27/2018,92,72,82
8/28/2018,93,72,82.5
8/29/2018,79,68,73.5
8/30/2018,80,63,71.5
8/31/2018,89,60,74.5
9/1/2018,88,68,78
9/2/2018,91,68,79.5
9/3/2018,93,70,81.5
9/4/2018,95,68,81.5
9/5/2018,95,68,81.5
9/6/2018,83,69,76
9/7/2018,71,63,67
9/8/2018,64,59,61.5
9/9/2018,71,57,64
9/10/2018,81,56,68.5
9/11/2018,82,56,69
9/12/2018,82,53,67.5
9/13/2018,85,56,70.5
9/14/2018,90,61,75.5
9/15/2018,89,64,76.5
9/16/2018,91,67,79
9/17/2018,94,67,80.5
9/18/2018,92,66,79
9/19/2018,93,66,79.5
9/20/2018,94,67,80.5
9/21/2018,81,59,70
9/22/2018,68,51,59.5
9/23/2018,79,49,64
9/24/2018,74,59,66.5
9/25/2018,85,63,74
9/26/2018,70,52,61
9/27/2018,71,49,60
9/28/2018,75,48,61.5
9/29/2018,58,47,52.5
9/30/2018,85,53,69
10/1/2018,84,55,69.5
10/2/2018,81,65,73
10/3/2018,88,64,76
10/4/2018,77,53,65
10/5/2018,82,52,67
10/6/2018,87,60,73.5
10/7/2018,84,58,71
10/8/2018,88,63,75.5
10/9/2018,86,66,76
10/10/2018,75,51,63
10/11/2018,55,39,47
10/12/2018,41,34,37.5
10/13/2018,52,34,43
10/14/2018,62,40,51
10/15/2018,50,32,41
10/16/2018,58,28,43
10/17/2018,54,38,46
10/18/2018,61,30,45.5
10/19/2018,56,35,45.5
10/20/2018,59,29,44
10/21/2018,54,25,39.5
10/22/2018,68,36,52
10/23/2018,58,35,46.5
10/24/2018,56,31,43.5
10/25/2018,60,38,49
10/26/2018,48,43,45.5
10/27/2018,58,38,48
10/28/2018,60,38,49
10/29/2018,62,34,48
10/30/2018,75,42,58.5
10/31/2018,65,50,57.5
11/1/2018,50,41,45.5
11/2/2018,51,35,43
11/3/2018,55,35,45
11/4/2018,53,44,48.5
11/5/2018,53,42,47.5
11/6/2018,54,37,45.5
11/7/2018,45,32,38.5
11/8/2018,45,30,37.5
11/9/2018,36,20,28
11/10/2018,33,17,25
11/11/2018,44,21,32.5
11/12/2018,36,26,31
11/13/2018,28,17,22.5
11/14/2018,31,15,23
11/15/2018,32,22,27
11/16/2018,39,23,31
11/17/2018,38,30,34
11/18/2018,38,34,36
11/19/2018,40,31,35.5
11/20/2018,38,26,32
11/21/2018,44,26,35
11/22/2018,52,27,39.5
11/23/2018,50,32,41
11/24/2018,57,38,47.5
11/25/2018,54,38,46
11/26/2018,42,22,32
11/27/2018,23,14,18.5
11/28/2018,31,15,23
11/29/2018,43,26,34.5
11/30/2018,49,29,39
12/1/2018,58,37,47.5
12/2/2018,49,36,42.5
12/3/2018,36,30,33
12/4/2018,31,27,29
12/5/2018,35,25,30
12/6/2018,34,18,26
12/7/2018,29,11,20
12/8/2018,28,14,21
12/9/2018,33,16,24.5
12/10/2018,29,13,21
12/11/2018,41,19,30
12/12/2018,46,28,37
12/13/2018,44,26,35
12/14/2018,45,37,41
12/15/2018,43,34,38.5
12/16/2018,52,27,39.5
12/17/2018,43,28,35.5
12/18/2018,45,24,34.5
12/19/2018,50,30,40
12/20/2018,50,37,43.5
12/21/2018,37,30,33.5
12/22/2018,44,28,36
12/23/2018,41,26,33.5
12/24/2018,42,20,31
12/25/2018,49,28,38.5
12/26/2018,47,27,37
12/27/2018,52,38,45
12/28/2018,51,27,39
12/29/2018,29,22,25.5
12/30/2018,37,18,27.5
12/31/2018,47,34,40.5
1/1/2019,36,31,33.5
1/2/2019,32,27,29.5
1/3/2019,40,23,31.5
1/4/2019,42,24,33
1/5/2019,53,32,42.5
1/6/2019,49,33,41
1/7/2019,57,44,50.5
1/8/2019,50,30,40
1/9/2019,30,18,24
1/10/2019,29,15,22
1/11/2019,30,17,23.5
1/12/2019,31,27,29
1/13/2019,28,18,23
1/14/2019,27,15,21
1/15/2019,31,25,28
1/16/2019,33,31,32
1/17/2019,36,30,33
1/18/2019,33,29,31
1/19/2019,32,15,23.5
1/20/2019,16,4,10
1/21/2019,20,3,11.5
1/22/2019,37,16,26.5
1/23/2019,41,18,29.5
1/24/2019,24,6,15
1/25/2019,22,-1,10.5
1/26/2019,28,-1,13.5
1/27/2019,20,4,12
1/28/2019,36,9,22.5
1/29/2019,15,-2,6.5
1/30/2019,-2,-17,-9.5
1/31/2019,12,-9,1.5
2/1/2019,28,12,20
2/2/2019,45,16,30.5
2/3/2019,56,35,45.5
2/4/2019,54,29,41.5
2/5/2019,35,25,30
2/6/2019,37,34,35.5
2/7/2019,53,14,33.5
2/8/2019,19,10,14.5
2/9/2019,28,7,17.5
2/10/2019,32,21,26.5
2/11/2019,34,30,32
2/12/2019,36,22,29
2/13/2019,34,16,25
2/14/2019,52,30,41
2/15/2019,30,15,22.5
2/16/2019,33,15,24
2/17/2019,30,24,27
2/18/2019,29,22,25.5
2/19/2019,35,20,27.5
2/20/2019,40,30,35
2/21/2019,40,28,34
2/22/2019,43,27,35
2/23/2019,54,35,44.5
2/24/2019,50,18,34
2/25/2019,31,13,22
2/26/2019,40,23,31.5
2/27/2019,35,20,27.5
2/28/2019,31,17,24
3/1/2019,42,22,32
3/2/2019,33,28,30.5
3/3/2019,28,4,16
3/4/2019,11,-3,4
3/5/2019,21,6,13.5
3/6/2019,30,5,17.5
3/7/2019,30,20,25
3/8/2019,40,27,33.5
3/9/2019,50,33,41.5
3/10/2019,43,31,37
3/11/2019,47,28,37.5
3/12/2019,49,26,37.5
3/13/2019,61,38,49.5
3/14/2019,70,41,55.5
3/15/2019,44,32,38
3/16/2019,47,27,37
3/17/2019,46,30,38
3/18/2019,47,28,37.5
3/19/2019,53,26,39.5
3/20/2019,51,37,44
3/21/2019,45,34,39.5
3/22/2019,52,30,41
3/23/2019,55,26,40.5
3/24/2019,55,42,48.5
3/25/2019,51,30,40.5
3/26/2019,50,27,38.5
3/27/2019,60,27,43.5
3/28/2019,69,43,56
3/29/2019,55,49,52
3/30/2019,55,33,44
3/31/2019,40,26,33
4/1/2019,48,25,36.5
4/2/2019,58,35,46.5
4/3/2019,57,30,43.5
4/4/2019,58,45,51.5
4/5/2019,59,44,51.5
4/6/2019,70,41,55.5
4/7/2019,72,50,61
4/8/2019,74,55,64.5
4/9/2019,70,52,61
4/10/2019,59,41,50
4/11/2019,76,44,60
4/12/2019,58,40,49
4/13/2019,55,35,45
4/14/2019,43,33,38
4/15/2019,54,30,42
4/16/2019,76,43,59.5
4/17/2019,78,52,65
4/18/2019,63,43,53
4/19/2019,51,40,45.5
4/20/2019,66,39,52.5
4/21/2019,76,36,56
4/22/2019,79,48,63.5
4/23/2019,63,48,55.5
4/24/2019,59,46,52.5
4/25/2019,57,52,54.5
4/26/2019,65,46,55.5
4/27/2019,53,37,45
4/28/2019,58,36,47
4/29/2019,62,46,54
4/30/2019,65,50,57.5
5/1/2019,71,57,64
5/2/2019,66,49,57.5
5/3/2019,57,47,52
5/4/2019,64,46,55
5/5/2019,71,42,56.5
5/6/2019,78,47,62.5
5/7/2019,72,49,60.5
5/8/2019,82,51,66.5
5/9/2019,68,47,57.5
5/10/2019,59,45,52
5/11/2019,53,40,46.5
5/12/2019,48,43,45.5
5/13/2019,65,43,54
5/14/2019,69,41,55
5/15/2019,76,54,65
5/16/2019,83,56,69.5
5/17/2019,82,63,72.5
5/18/2019,86,60,73
5/19/2019,76,58,67
5/20/2019,60,49,54.5
5/21/2019,59,45,52
5/22/2019,81,56,68.5
5/23/2019,80,64,72
5/24/2019,87,63,75
5/25/2019,85,70,77.5
5/26/2019,78,63,70.5
5/27/2019,85,60,72.5
5/28/2019,85,60,72.5
5/29/2019,80,60,70
5/30/2019,79,61,70
5/31/2019,79,61,70
6/1/2019,84,62,73
6/2/2019,75,55,65
6/3/2019,80,52,66
6/4/2019,83,61,72
6/5/2019,87,69,78
6/6/2019,88,67,77.5
6/7/2019,85,66,75.5
6/8/2019,83,64,73.5
6/9/2019,81,67,74
6/10/2019,78,56,67
6/11/2019,83,51,67
6/12/2019,75,56,65.5
6/13/2019,70,50,60
6/14/2019,78,46,62
6/15/2019,73,61,67
6/16/2019,82,63,72.5
6/17/2019,72,59,65.5
6/18/2019,82,63,72.5
6/19/2019,80,62,71
6/20/2019,75,58,66.5
6/21/2019,76,57,66.5
6/22/2019,79,64,71.5
6/23/2019,83,67,75
6/24/2019,80,63,71.5
6/25/2019,84,61,72.5
6/26/2019,90,65,77.5
6/27/2019,89,66,77.5
6/28/2019,90,66,78
6/29/2019,91,68,79.5
6/30/2019,94,68,81
7/1/2019,91,70,80.5
7/2/2019,92,72,82
7/3/2019,90,68,79
7/4/2019,90,67,78.5
7/5/2019,86,69,77.5
7/6/2019,91,70,80.5
7/7/2019,83,66,74.5
7/8/2019,86,66,76
7/9/2019,89,65,77
7/10/2019,93,72,82.5
7/11/2019,86,68,77
7/12/2019,85,61,73
7/13/2019,89,64,76.5
7/14/2019,92,70,81
7/15/2019,87,68,77.5
7/16/2019,85,71,78
7/17/2019,89,72,80.5
7/18/2019,94,71,82.5
7/19/2019,94,77,85.5
7/20/2019,94,75,84.5
7/21/2019,91,71,81
7/22/2019,79,62,70.5
7/23/2019,83,60,71.5
7/24/2019,82,59,70.5
7/25/2019,83,57,70
7/26/2019,85,61,73
7/27/2019,88,62,75
7/28/2019,89,67,78
7/29/2019,82,69,75.5
7/30/2019,86,65,75.5
7/31/2019,79,62,70.5
8/1/2019,83,60,71.5
8/2/2019,85,63,74
8/3/2019,86,64,75
8/4/2019,89,60,74.5
8/5/2019,90,66,78
8/6/2019,87,67,77
8/7/2019,87,63,75
8/8/2019,89,65,77
8/9/2019,83,64,73.5
8/10/2019,84,60,72
8/11/2019,80,60,70
8/12/2019,84,70,77
8/13/2019,85,70,77.5
8/14/2019,86,66,76
8/15/2019,83,62,72.5
8/16/2019,85,62,73.5
8/17/2019,82,68,75
8/18/2019,88,69,78.5
8/19/2019,91,68,79.5
8/20/2019,81,66,73.5
8/21/2019,84,65,74.5
8/22/2019,83,65,74
8/23/2019,81,60,70.5
8/24/2019,78,57,67.5
8/25/2019,80,57,68.5
8/26/2019,82,66,74
8/27/2019,83,61,72
8/28/2019,78,56,67
8/29/2019,81,53,67
8/30/2019,76,65,70.5
8/31/2019,77,61,69
9/1/2019,81,63,72
9/2/2019,80,61,70.5
9/3/2019,87,59,73
9/4/2019,77,60,68.5
9/5/2019,76,54,65
9/6/2019,79,59,69
9/7/2019,79,55,67
9/8/2019,74,62,68
9/9/2019,86,62,74
9/10/2019,90,64,77
9/11/2019,89,70,79.5
9/12/2019,92,67,79.5
9/13/2019,83,59,71
9/14/2019,84,53,68.5
9/15/2019,83,58,70.5
9/16/2019,87,64,75.5
9/17/2019,85,64,74.5
9/18/2019,87,60,73.5
9/19/2019,89,59,74
9/20/2019,92,65,78.5
9/21/2019,85,69,77
9/22/2019,84,69,76.5
9/23/2019,76,56,66
9/24/2019,79,51,65
9/25/2019,81,59,70
9/26/2019,75,53,64
9/27/2019,87,51,69
9/28/2019,84,64,74
9/29/2019,85,66,75.5
9/30/2019,90,65,77.5
10/1/2019,91,66,78.5
10/2/2019,85,66,75.5
10/3/2019,72,51,61.5
10/4/2019,67,46,56.5
10/5/2019,74,46,60
10/6/2019,71,56,63.5
10/7/2019,72,48,60
10/8/2019,75,43,59
10/9/2019,76,44,60
10/10/2019,73,54,63.5
10/11/2019,67,35,51
10/12/2019,57,32,44.5
10/13/2019,65,40,52.5
10/14/2019,62,35,48.5
10/15/2019,66,39,52.5
10/16/2019,52,39,45.5
10/17/2019,58,37,47.5
10/18/2019,64,36,50
10/19/2019,71,39,55
10/20/2019,68,52,60
10/21/2019,69,49,59
10/22/2019,58,39,48.5
10/23/2019,70,34,52
10/24/2019,55,42,48.5
10/25/2019,54,44,49
10/26/2019,53,43,48
10/27/2019,65,41,53
10/28/2019,52,40,46
10/29/2019,51,37,44
10/30/2019,42,37,39.5
10/31/2019,41,24,32.5
11/1/2019,49,22,35.5
11/2/2019,50,29,39.5
11/3/2019,55,26,40.5
11/4/2019,52,38,45
11/5/2019,49,30,39.5
11/6/2019,55,31,43
11/7/2019,40,22,31
11/8/2019,33,17,25
11/9/2019,52,25,38.5
11/10/2019,57,32,44.5
11/11/2019,39,12,25.5
11/12/2019,18,0,9
11/13/2019,28,1,14.5
11/14/2019,36,19,27.5
11/15/2019,44,17,30.5
11/16/2019,45,28,36.5
11/17/2019,44,25,34.5
11/18/2019,40,31,35.5
11/19/2019,40,30,35
11/20/2019,51,28,39.5
