Date, MaxTemperature, MinTemperature, AvgTemperature
9/16/2011,63,47,55
9/17/2011,75,53,64
9/18/2011,67,58,62.5
9/19/2011,69,54,61.5
9/20/2011,80,50,65
9/21/2011,78,54,66
9/22/2011,64,51,57.5
9/23/2011,69,44,56.5
9/24/2011,66,51,58.5
9/25/2011,66,48,57
9/26/2011,66,47,56.5
9/27/2011,59,52,55.5
9/28/2011,70,50,60
9/29/2011,80,47,63.5
9/30/2011,66,46,56
10/1/2011,62,40,51
10/2/2011,69,42,55.5
10/3/2011,78,44,61
10/4/2011,81,43,62
10/5/2011,85,48,66.5
10/6/2011,86,51,68.5
10/7/2011,87,52,69.5
10/8/2011,84,52,68
10/9/2011,84,49,66.5
10/10/2011,82,50,66
10/11/2011,82,54,68
10/12/2011,78,52,65
10/13/2011,67,51,59
10/14/2011,65,46,55.5
10/15/2011,64,41,52.5
10/16/2011,70,46,58
10/17/2011,62,37,49.5
10/18/2011,49,44,46.5
10/19/2011,46,42,44
10/20/2011,46,36,41
10/21/2011,58,32,45
10/22/2011,69,31,50
10/23/2011,70,41,55.5
10/24/2011,66,44,55
10/25/2011,78,40,59
10/26/2011,65,46,55.5
10/27/2011,52,36,44
10/28/2011,54,33,43.5
10/29/2011,57,32,44.5
10/30/2011,60,32,46
10/31/2011,56,33,44.5
11/1/2011,72,31,51.5
11/2/2011,71,40,55.5
11/3/2011,48,45,46.5
11/4/2011,55,36,45.5
11/5/2011,59,30,44.5
11/6/2011,58,36,47
11/7/2011,57,50,53.5
11/8/2011,67,51,59
11/9/2011,59,33,46
11/10/2011,42,28,35
11/11/2011,48,24,36
11/12/2011,61,35,48
11/13/2011,71,51,61
11/14/2011,73,47,60
11/15/2011,61,41,51
11/16/2011,50,31,40.5
11/17/2011,42,27,34.5
11/18/2011,52,28,40
11/19/2011,59,42,50.5
11/20/2011,58,37,47.5
11/21/2011,47,39,43
11/22/2011,44,40,42
11/23/2011,47,34,40.5
11/24/2011,46,40,43
11/25/2011,61,39,50
11/26/2011,61,41,51
11/27/2011,42,34,38
11/28/2011,39,33,36
11/29/2011,43,29,36
11/30/2011,40,23,31.5
12/1/2011,46,24,35
12/2/2011,39,31,35
12/3/2011,55,38,46.5
12/4/2011,52,32,42
12/5/2011,37,32,34.5
12/6/2011,36,27,31.5
12/7/2011,35,25,30
12/8/2011,39,21,30
12/9/2011,35,18,26.5
12/10/2011,29,11,20
12/11/2011,43,18,30.5
12/12/2011,47,21,34
12/13/2011,42,32,37
12/14/2011,56,41,48.5
12/15/2011,58,31,44.5
12/16/2011,35,25,30
12/17/2011,39,24,31.5
12/18/2011,47,24,35.5
12/19/2011,53,40,46.5
12/20/2011,44,36,40
12/21/2011,44,33,38.5
12/22/2011,39,29,34
12/23/2011,36,26,31
12/24/2011,39,21,30
12/25/2011,46,28,37
12/26/2011,44,23,33.5
12/27/2011,38,30,34
12/28/2011,36,23,29.5
12/29/2011,53,35,44
12/30/2011,46,36,41
12/31/2011,43,35,39
1/1/2012,45,29,37
1/2/2012,29,17,23
1/3/2012,30,10,20
1/4/2012,47,26,36.5
1/5/2012,54,22,38
1/6/2012,59,33,46
1/7/2012,46,31,38.5
1/8/2012,42,26,34
1/9/2012,47,25,36
1/10/2012,56,26,41
1/11/2012,48,36,42
1/12/2012,42,13,27.5
1/13/2012,17,11,14
1/14/2012,22,4,13
1/15/2012,34,7,20.5
1/16/2012,56,28,42
1/17/2012,57,17,37
1/18/2012,28,11,19.5
1/19/2012,29,7,18
1/20/2012,22,6,14
1/21/2012,26,17,21.5
1/22/2012,53,22,37.5
1/23/2012,48,31,39.5
1/24/2012,35,26,30.5
1/25/2012,32,25,28.5
1/26/2012,34,32,33
1/27/2012,41,32,36.5
1/28/2012,38,26,32
1/29/2012,36,24,30
1/30/2012,56,24,40
1/31/2012,61,42,51.5
2/1/2012,53,34,43.5
2/2/2012,53,31,42
2/3/2012,54,33,43.5
2/4/2012,41,36,38.5
2/5/2012,47,28,37.5
2/6/2012,32,22,27
2/7/2012,37,25,31
2/8/2012,31,27,29
2/9/2012,38,22,30
2/10/2012,36,16,26
2/11/2012,25,11,18
2/12/2012,36,14,25
2/13/2012,36,17,26.5
2/14/2012,37,27,32
2/15/2012,40,28,34
2/16/2012,46,29,37.5
2/17/2012,51,24,37.5
2/18/2012,41,27,34
2/19/2012,38,24,31
2/20/2012,44,21,32.5
2/21/2012,47,34,40.5
2/22/2012,54,32,43
2/23/2012,48,32,40
2/24/2012,41,25,33
2/25/2012,32,22,27
2/26/2012,53,20,36.5
2/27/2012,47,26,36.5
2/28/2012,52,25,38.5
2/29/2012,66,36,51
3/1/2012,53,34,43.5
3/2/2012,58,33,45.5
3/3/2012,34,29,31.5
3/4/2012,40,23,31.5
3/5/2012,37,21,29
3/6/2012,68,30,49
3/7/2012,68,46,57
3/8/2012,60,33,46.5
3/9/2012,44,28,36
3/10/2012,58,24,41
3/11/2012,68,30,49
3/12/2012,75,51,63
3/13/2012,78,41,59.5
3/14/2012,81,47,64
3/15/2012,81,58,69.5
3/16/2012,79,53,66
3/17/2012,81,49,65
3/18/2012,80,54,67
3/19/2012,81,57,69
3/20/2012,82,58,70
3/21/2012,83,58,70.5
3/22/2012,76,60,68
3/23/2012,71,48,59.5
3/24/2012,69,47,58
3/25/2012,72,52,62
3/26/2012,53,42,47.5
3/27/2012,73,38,55.5
3/28/2012,74,49,61.5
3/29/2012,60,43,51.5
3/30/2012,75,46,60.5
3/31/2012,64,41,52.5
4/1/2012,84,49,66.5
4/2/2012,75,54,64.5
4/3/2012,86,51,68.5
4/4/2012,70,46,58
4/5/2012,61,38,49.5
4/6/2012,64,33,48.5
4/7/2012,65,36,50.5
4/8/2012,67,42,54.5
4/9/2012,67,47,57
4/10/2012,53,32,42.5
4/11/2012,56,29,42.5
4/12/2012,63,31,47
4/13/2012,61,37,49
4/14/2012,66,50,58
4/15/2012,75,60,67.5
4/16/2012,61,44,52.5
4/17/2012,64,41,52.5
4/18/2012,72,41,56.5
4/19/2012,76,48,62
4/20/2012,60,41,50.5
4/21/2012,55,39,47
4/22/2012,57,39,48
4/23/2012,61,37,49
4/24/2012,65,41,53
4/25/2012,76,46,61
4/26/2012,71,38,54.5
4/27/2012,59,35,47
4/28/2012,59,45,52
4/29/2012,58,44,51
4/30/2012,70,55,62.5
5/1/2012,77,54,65.5
5/2/2012,83,60,71.5
5/3/2012,86,65,75.5
5/4/2012,81,60,70.5
5/5/2012,87,55,71
5/6/2012,89,63,76
5/7/2012,75,57,66
5/8/2012,71,53,62
5/9/2012,69,48,58.5
5/10/2012,71,43,57
5/11/2012,77,47,62
5/12/2012,76,53,64.5
5/13/2012,77,51,64
5/14/2012,80,55,67.5
5/15/2012,82,51,66.5
5/16/2012,73,50,61.5
5/17/2012,78,47,62.5
5/18/2012,86,49,67.5
5/19/2012,92,60,76
5/20/2012,91,62,76.5
5/21/2012,67,54,60.5
5/22/2012,74,50,62
5/23/2012,82,48,65
5/24/2012,88,56,72
5/25/2012,90,70,80
5/26/2012,93,67,80
5/27/2012,95,68,81.5
5/28/2012,93,69,81
5/29/2012,83,64,73.5
5/30/2012,76,56,66
5/31/2012,62,51,56.5
6/1/2012,65,49,57
6/2/2012,71,47,59
6/3/2012,80,52,66
6/4/2012,72,58,65
6/5/2012,77,54,65.5
6/6/2012,77,53,65
6/7/2012,83,53,68
6/8/2012,85,55,70
6/9/2012,88,56,72
6/10/2012,88,62,75
6/11/2012,85,64,74.5
6/12/2012,80,60,70
6/13/2012,80,53,66.5
6/14/2012,86,56,71
6/15/2012,90,57,73.5
6/16/2012,93,63,78
6/17/2012,85,67,76
6/18/2012,91,68,79.5
6/19/2012,93,69,81
6/20/2012,92,66,79
6/21/2012,85,63,74
6/22/2012,83,62,72.5
6/23/2012,85,59,72
6/24/2012,89,64,76.5
6/25/2012,82,59,70.5
6/26/2012,82,54,68
6/27/2012,92,54,73
6/28/2012,100,67,83.5
6/29/2012,100,74,87
6/30/2012,93,68,80.5
7/1/2012,95,71,83
7/2/2012,99,69,84
7/3/2012,97,69,83
7/4/2012,100,72,86
7/5/2012,102,71,86.5
7/6/2012,103,73,88
7/7/2012,103,74,88.5
7/8/2012,89,69,79
7/9/2012,91,66,78.5
7/10/2012,91,68,79.5
7/11/2012,92,65,78.5
7/12/2012,95,67,81
7/13/2012,94,66,80
7/14/2012,84,68,76
7/15/2012,94,67,80.5
7/16/2012,96,71,83.5
7/17/2012,98,73,85.5
7/18/2012,101,73,87
7/19/2012,98,73,85.5
7/20/2012,86,68,77
7/21/2012,93,63,78
7/22/2012,99,68,83.5
7/23/2012,102,74,88
7/24/2012,97,75,86
7/25/2012,103,72,87.5
7/26/2012,90,71,80.5
7/27/2012,90,65,77.5
7/28/2012,88,66,77
7/29/2012,90,63,76.5
7/30/2012,96,66,81
7/31/2012,99,66,82.5
8/1/2012,94,65,79.5
8/2/2012,101,61,81
8/3/2012,97,66,81.5
8/4/2012,98,72,85
8/5/2012,88,70,79
8/6/2012,89,63,76
8/7/2012,96,62,79
8/8/2012,95,68,81.5
8/9/2012,92,65,78.5
8/10/2012,79,60,69.5
8/11/2012,81,54,67.5
8/12/2012,81,56,68.5
8/13/2012,72,61,66.5
8/14/2012,83,62,72.5
8/15/2012,90,60,75
8/16/2012,73,62,67.5
8/17/2012,76,56,66
8/18/2012,79,53,66
8/19/2012,78,57,67.5
8/20/2012,81,54,67.5
8/21/2012,81,55,68
8/22/2012,88,55,71.5
8/23/2012,92,58,75
8/24/2012,95,61,78
8/25/2012,94,61,77.5
8/26/2012,89,62,75.5
8/27/2012,88,66,77
8/28/2012,87,62,74.5
8/29/2012,87,63,75
8/30/2012,92,61,76.5
8/31/2012,84,65,74.5
9/1/2012,82,71,76.5
9/2/2012,76,71,73.5
9/3/2012,87,71,79
9/4/2012,91,68,79.5
9/5/2012,80,66,73
9/6/2012,88,66,77
9/7/2012,74,60,67
9/8/2012,72,54,63
9/9/2012,72,54,63
9/10/2012,78,51,64.5
9/11/2012,83,51,67
9/12/2012,85,53,69
9/13/2012,86,58,72
9/14/2012,72,53,62.5
9/15/2012,76,49,62.5
9/16/2012,79,49,64
9/17/2012,78,55,66.5
9/18/2012,64,43,53.5
9/19/2012,72,38,55
9/20/2012,75,50,62.5
9/21/2012,77,46,61.5
9/22/2012,60,42,51
9/23/2012,65,41,53
9/24/2012,71,35,53
9/25/2012,70,53,61.5
9/26/2012,72,59,65.5
9/27/2012,73,54,63.5
9/28/2012,71,52,61.5
9/29/2012,75,49,62
9/30/2012,71,51,61
10/1/2012,64,49,56.5
10/2/2012,61,53,57
10/3/2012,71,54,62.5
10/4/2012,80,50,65
10/5/2012,51,36,43.5
10/6/2012,51,32,41.5
10/7/2012,51,31,41
10/8/2012,59,28,43.5
10/9/2012,65,35,50
10/10/2012,54,33,43.5
10/11/2012,64,31,47.5
10/12/2012,61,43,52
10/13/2012,67,45,56
10/14/2012,72,49,60.5
10/15/2012,62,42,52
10/16/2012,71,39,55
10/17/2012,68,50,59
10/18/2012,58,43,50.5
10/19/2012,50,44,47
10/20/2012,56,40,48
10/21/2012,71,39,55
10/22/2012,68,55,61.5
10/23/2012,70,58,64
10/24/2012,78,55,66.5
10/25/2012,77,43,60
10/26/2012,49,38,43.5
10/27/2012,50,34,42
10/28/2012,49,34,41.5
10/29/2012,53,33,43
10/30/2012,49,36,42.5
10/31/2012,50,31,40.5
11/1/2012,56,29,42.5
11/2/2012,51,34,42.5
11/3/2012,40,34,37
11/4/2012,48,31,39.5
11/5/2012,48,31,39.5
11/6/2012,45,29,37
11/7/2012,44,39,41.5
11/8/2012,50,34,42
11/9/2012,63,32,47.5
11/10/2012,72,46,59
11/11/2012,68,43,55.5
11/12/2012,43,28,35.5
11/13/2012,41,24,32.5
11/14/2012,43,27,35
11/15/2012,48,25,36.5
11/16/2012,53,26,39.5
11/17/2012,54,28,41
11/18/2012,59,32,45.5
11/19/2012,58,36,47
11/20/2012,59,45,52
11/21/2012,62,35,48.5
11/22/2012,61,34,47.5
11/23/2012,48,23,35.5
11/24/2012,31,23,27
11/25/2012,46,29,37.5
11/26/2012,43,30,36.5
11/27/2012,38,21,29.5
11/28/2012,47,22,34.5
11/29/2012,53,23,38
11/30/2012,59,31,45
12/1/2012,63,32,47.5
12/2/2012,66,51,58.5
12/3/2012,71,55,63
12/4/2012,60,37,48.5
12/5/2012,46,31,38.5
12/6/2012,50,29,39.5
12/7/2012,46,42,44
12/8/2012,45,38,41.5
12/9/2012,49,37,43
12/10/2012,39,27,33
12/11/2012,36,19,27.5
12/12/2012,45,20,32.5
12/13/2012,46,25,35.5
12/14/2012,51,27,39
12/15/2012,52,37,44.5
12/16/2012,50,38,44
12/17/2012,39,34,36.5
12/18/2012,47,33,40
12/19/2012,41,34,37.5
12/20/2012,53,25,39
12/21/2012,28,17,22.5
12/22/2012,32,12,22
12/23/2012,38,21,29.5
12/24/2012,33,26,29.5
12/25/2012,35,26,30.5
12/26/2012,32,28,30
12/27/2012,31,27,29
12/28/2012,32,28,30
12/29/2012,31,16,23.5
12/30/2012,38,13,25.5
12/31/2012,35,22,28.5
1/1/2013,23,11,17
1/2/2013,24,6,15
1/3/2013,31,14,22.5
1/4/2013,32,10,21
1/5/2013,36,15,25.5
1/6/2013,34,18,26
1/7/2013,38,13,25.5
1/8/2013,46,21,33.5
1/9/2013,51,29,40
1/10/2013,47,27,37
1/11/2013,57,47,52
1/12/2013,59,31,45
1/13/2013,31,15,23
1/14/2013,25,13,19
1/15/2013,30,15,22.5
1/16/2013,37,20,28.5
1/17/2013,35,21,28
1/18/2013,41,18,29.5
1/19/2013,53,34,43.5
1/20/2013,39,17,28
1/21/2013,18,5,11.5
1/22/2013,16,3,9.5
1/23/2013,32,10,21
1/24/2013,26,8,17
1/25/2013,34,18,26
1/26/2013,32,14,23
1/27/2013,40,20,30
1/28/2013,56,40,48
1/29/2013,60,52,56
1/30/2013,53,22,37.5
1/31/2013,24,6,15
2/1/2013,20,4,12
2/2/2013,29,12,20.5
2/3/2013,28,13,20.5
2/4/2013,42,18,30
2/5/2013,40,25,32.5
2/6/2013,43,27,35
2/7/2013,53,29,41
2/8/2013,34,26,30
2/9/2013,40,28,34
2/10/2013,51,33,42
2/11/2013,45,29,37
2/12/2013,35,23,29
2/13/2013,50,27,38.5
2/14/2013,47,29,38
2/15/2013,35,23,29
2/16/2013,29,15,22
2/17/2013,37,10,23.5
2/18/2013,54,27,40.5
2/19/2013,29,17,23
2/20/2013,26,8,17
2/21/2013,30,14,22
2/22/2013,34,26,30
2/23/2013,28,18,23
2/24/2013,36,14,25
2/25/2013,46,25,35.5
2/26/2013,35,32,33.5
2/27/2013,32,31,31.5
2/28/2013,37,30,33.5
3/1/2013,31,25,28
3/2/2013,31,20,25.5
3/3/2013,34,15,24.5
3/4/2013,35,24,29.5
3/5/2013,36,27,31.5
3/6/2013,30,26,28
3/7/2013,34,26,30
3/8/2013,44,23,33.5
3/9/2013,51,32,41.5
3/10/2013,61,47,54
3/11/2013,49,31,40
3/12/2013,42,27,34.5
3/13/2013,35,23,29
3/14/2013,41,21,31
3/15/2013,56,27,41.5
3/16/2013,43,31,37
3/17/2013,40,30,35
3/18/2013,40,26,33
3/19/2013,42,21,31.5
3/20/2013,31,19,25
3/21/2013,36,14,25
3/22/2013,45,18,31.5
3/23/2013,49,32,40.5
3/24/2013,33,28,30.5
3/25/2013,31,26,28.5
3/26/2013,37,29,33
3/27/2013,40,28,34
3/28/2013,46,26,36
3/29/2013,56,30,43
3/30/2013,58,32,45
3/31/2013,63,40,51.5
4/1/2013,45,31,38
4/2/2013,47,26,36.5
4/3/2013,51,27,39
4/4/2013,59,30,44.5
4/5/2013,59,38,48.5
4/6/2013,71,37,54
4/7/2013,71,48,59.5
4/8/2013,74,54,64
4/9/2013,76,54,65
4/10/2013,71,45,58
4/11/2013,59,38,48.5
4/12/2013,43,36,39.5
4/13/2013,52,38,45
4/14/2013,73,41,57
4/15/2013,66,47,56.5
4/16/2013,52,43,47.5
4/17/2013,72,44,58
4/18/2013,70,40,55
4/19/2013,41,34,37.5
4/20/2013,49,29,39
4/21/2013,56,32,44
4/22/2013,67,37,52
4/23/2013,60,39,49.5
4/24/2013,49,35,42
4/25/2013,54,36,45
4/26/2013,64,36,50
4/27/2013,62,45,53.5
4/28/2013,60,52,56
4/29/2013,71,43,57
4/30/2013,81,53,67
5/1/2013,81,54,67.5
5/2/2013,78,47,62.5
5/3/2013,71,44,57.5
5/4/2013,65,53,59
5/5/2013,66,52,59
5/6/2013,71,54,62.5
5/7/2013,77,55,66
5/8/2013,80,53,66.5
5/9/2013,69,57,63
5/10/2013,67,47,57
5/11/2013,65,41,53
5/12/2013,58,36,47
5/13/2013,67,36,51.5
5/14/2013,86,50,68
5/15/2013,85,64,74.5
5/16/2013,83,64,73.5
5/17/2013,82,59,70.5
5/18/2013,80,60,70
5/19/2013,88,59,73.5
5/20/2013,87,62,74.5
5/21/2013,81,62,71.5
5/22/2013,75,60,67.5
5/23/2013,61,43,52
5/24/2013,70,39,54.5
5/25/2013,61,44,52.5
5/26/2013,66,50,58
5/27/2013,79,57,68
5/28/2013,80,61,70.5
5/29/2013,85,63,74
5/30/2013,86,65,75.5
5/31/2013,77,63,70
6/1/2013,73,60,66.5
6/2/2013,68,52,60
6/3/2013,69,49,59
6/4/2013,74,50,62
6/5/2013,81,57,69
6/6/2013,80,61,70.5
6/7/2013,74,56,65
6/8/2013,79,52,65.5
6/9/2013,81,59,70
6/10/2013,80,59,69.5
6/11/2013,86,58,72
6/12/2013,94,70,82
6/13/2013,82,61,71.5
6/14/2013,82,56,69
6/15/2013,82,62,72
6/16/2013,81,65,73
6/17/2013,86,64,75
6/18/2013,86,62,74
6/19/2013,84,59,71.5
6/20/2013,88,63,75.5
6/21/2013,90,65,77.5
6/22/2013,87,65,76
6/23/2013,82,65,73.5
6/24/2013,88,64,76
6/25/2013,89,63,76
6/26/2013,81,64,72.5
6/27/2013,90,71,80.5
6/28/2013,85,67,76
6/29/2013,75,63,69
6/30/2013,77,62,69.5
7/1/2013,77,62,69.5
7/2/2013,69,61,65
7/3/2013,76,60,68
7/4/2013,80,57,68.5
7/5/2013,83,62,72.5
7/6/2013,77,64,70.5
7/7/2013,88,62,75
7/8/2013,87,70,78.5
7/9/2013,90,75,82.5
7/10/2013,85,67,76
7/11/2013,80,61,70.5
7/12/2013,83,57,70
7/13/2013,84,61,72.5
7/14/2013,89,65,77
7/15/2013,89,72,80.5
7/16/2013,91,70,80.5
7/17/2013,93,71,82
7/18/2013,93,71,82
7/19/2013,93,74,83.5
7/20/2013,88,69,78.5
7/21/2013,78,66,72
7/22/2013,85,66,75.5
7/23/2013,85,63,74
7/24/2013,75,57,66
7/25/2013,79,54,66.5
7/26/2013,74,58,66
7/27/2013,72,52,62
7/28/2013,74,49,61.5
7/29/2013,77,54,65.5
7/30/2013,69,62,65.5
7/31/2013,77,64,70.5
8/1/2013,82,62,72
8/2/2013,83,60,71.5
8/3/2013,81,62,71.5
8/4/2013,79,57,68
8/5/2013,79,56,67.5
8/6/2013,84,67,75.5
8/7/2013,82,66,74
8/8/2013,79,68,73.5
8/9/2013,82,63,72.5
8/10/2013,84,67,75.5
8/11/2013,84,58,71
8/12/2013,84,64,74
8/13/2013,76,53,64.5
8/14/2013,72,50,61
8/15/2013,76,52,64
8/16/2013,79,60,69.5
8/17/2013,80,59,69.5
8/18/2013,83,61,72
8/19/2013,85,59,72
8/20/2013,87,60,73.5
8/21/2013,88,63,75.5
8/22/2013,87,68,77.5
8/23/2013,86,65,75.5
8/24/2013,87,62,74.5
8/25/2013,89,60,74.5
8/26/2013,91,62,76.5
8/27/2013,91,69,80
8/28/2013,93,70,81.5
8/29/2013,86,69,77.5
8/30/2013,95,65,80
8/31/2013,97,66,81.5
9/1/2013,83,67,75
9/2/2013,83,63,73
9/3/2013,78,55,66.5
9/4/2013,84,55,69.5
9/5/2013,87,60,73.5
9/6/2013,88,61,74.5
9/7/2013,89,61,75
9/8/2013,87,68,77.5
9/9/2013,97,66,81.5
9/10/2013,97,70,83.5
9/11/2013,96,69,82.5
9/12/2013,86,62,74
9/13/2013,71,52,61.5
9/14/2013,75,45,60
9/15/2013,80,47,63.5
9/16/2013,71,51,61
9/17/2013,78,50,64
9/18/2013,87,60,73.5
9/19/2013,93,70,81.5
9/20/2013,76,58,67
9/21/2013,72,51,61.5
9/22/2013,73,46,59.5
9/23/2013,76,46,61
9/24/2013,80,48,64
9/25/2013,83,58,70.5
9/26/2013,83,53,68
9/27/2013,85,51,68
9/28/2013,86,52,69
9/29/2013,74,54,64
9/30/2013,79,51,65
10/1/2013,82,59,70.5
10/2/2013,76,64,70
10/3/2013,86,63,74.5
10/4/2013,89,62,75.5
10/5/2013,83,60,71.5
10/6/2013,65,45,55
10/7/2013,70,43,56.5
10/8/2013,77,43,60
10/9/2013,75,46,60.5
10/10/2013,80,50,65
10/11/2013,80,54,67
10/12/2013,74,52,63
10/13/2013,71,47,59
10/14/2013,71,40,55.5
10/15/2013,64,51,57.5
10/16/2013,54,40,47
10/17/2013,60,40,50
10/18/2013,55,41,48
10/19/2013,56,40,48
10/20/2013,70,38,54
10/21/2013,53,29,41
10/22/2013,50,27,38.5
10/23/2013,46,33,39.5
10/24/2013,41,29,35
10/25/2013,52,25,38.5
10/26/2013,59,34,46.5
10/27/2013,57,28,42.5
10/28/2013,64,29,46.5
10/29/2013,57,38,47.5
10/30/2013,66,50,58
10/31/2013,64,46,55
11/1/2013,53,41,47
11/2/2013,51,34,42.5
11/3/2013,55,30,42.5
11/4/2013,58,40,49
11/5/2013,57,49,53
11/6/2013,57,35,46
11/7/2013,50,27,38.5
11/8/2013,54,27,40.5
11/9/2013,64,41,52.5
11/10/2013,51,30,40.5
11/11/2013,53,27,40
11/12/2013,31,21,26
11/13/2013,40,16,28
11/14/2013,53,27,40
11/15/2013,52,37,44.5
11/16/2013,62,41,51.5
11/17/2013,71,44,57.5
11/18/2013,51,31,41
11/19/2013,45,28,36.5
11/20/2013,45,26,35.5
11/21/2013,48,41,44.5
11/22/2013,47,29,38
11/23/2013,29,15,22
11/24/2013,27,11,19
11/25/2013,33,20,26.5
11/26/2013,39,21,30
11/27/2013,28,13,20.5
11/28/2013,40,15,27.5
11/29/2013,40,18,29
11/30/2013,53,23,38
12/1/2013,50,27,38.5
12/2/2013,45,33,39
12/3/2013,52,35,43.5
12/4/2013,60,41,50.5
12/5/2013,44,22,33
12/6/2013,22,13,17.5
12/7/2013,23,8,15.5
12/8/2013,27,17,22
12/9/2013,25,13,19
12/10/2013,28,1,14.5
12/11/2013,26,4,15
12/12/2013,27,-3,12
12/13/2013,38,12,25
12/14/2013,33,23,28
12/15/2013,23,13,18
12/16/2013,23,15,19
12/17/2013,30,20,25
12/18/2013,37,9,23
12/19/2013,42,28,35
12/20/2013,58,32,45
12/21/2013,35,31,33
12/22/2013,35,27,31
12/23/2013,27,5,16
12/24/2013,19,2,10.5
12/25/2013,30,19,24.5
12/26/2013,38,17,27.5
12/27/2013,47,25,36
12/28/2013,54,32,43
12/29/2013,37,15,26
12/30/2013,18,6,12
12/31/2013,30,15,22.5
1/1/2014,32,18,25
1/2/2014,19,5,12
1/3/2014,18,-6,6
1/4/2014,37,18,27.5
1/5/2014,32,-3,14.5
1/6/2014,-3,-14,-8.5
1/7/2014,9,-13,-2
1/8/2014,21,3,12
1/9/2014,30,14,22
1/10/2014,40,30,35
1/11/2014,40,30,35
1/12/2014,43,28,35.5
1/13/2014,51,28,39.5
1/14/2014,38,23,30.5
1/15/2014,25,16,20.5
1/16/2014,38,19,28.5
1/17/2014,31,8,19.5
1/18/2014,27,9,18
1/19/2014,39,15,27
1/20/2014,40,26,33
1/21/2014,26,0,13
1/22/2014,20,-3,8.5
1/23/2014,6,-4,1
1/24/2014,24,-7,8.5
1/25/2014,33,9,21
1/26/2014,44,10,27
1/27/2014,14,-2,6
1/28/2014,13,-6,3.5
1/29/2014,30,4,17
1/30/2014,36,17,26.5
1/31/2014,31,20,25.5
2/1/2014,37,26,31.5
2/2/2014,26,10,18
2/3/2014,25,5,15
2/4/2014,23,15,19
2/5/2014,25,6,15.5
2/6/2014,6,-7,-0.5
2/7/2014,11,-14,-1.5
2/8/2014,21,7,14
2/9/2014,20,7,13.5
2/10/2014,9,-3,3
2/11/2014,12,-6,3
2/12/2014,26,-3,11.5
2/13/2014,35,4,19.5
2/14/2014,26,6,16
2/15/2014,21,-1,10
2/16/2014,24,11,17.5
2/17/2014,36,15,25.5
2/18/2014,43,22,32.5
2/19/2014,41,31,36
2/20/2014,57,34,45.5
2/21/2014,44,31,37.5
2/22/2014,44,26,35
2/23/2014,30,21,25.5
2/24/2014,27,17,22
2/25/2014,24,10,17
2/26/2014,19,3,11
2/27/2014,21,6,13.5
2/28/2014,38,6,22
3/1/2014,36,18,27
3/2/2014,20,4,12
3/3/2014,18,0,9
3/4/2014,34,9,21.5
3/5/2014,31,20,25.5
3/6/2014,41,17,29
3/7/2014,53,22,37.5
3/8/2014,38,30,34
3/9/2014,47,23,35
3/10/2014,61,35,48
3/11/2014,66,32,49
3/12/2014,38,23,30.5
3/13/2014,44,19,31.5
3/14/2014,61,36,48.5
3/15/2014,54,30,42
3/16/2014,31,21,26
3/17/2014,40,16,28
3/18/2014,51,26,38.5
3/19/2014,48,32,40
3/20/2014,55,26,40.5
3/21/2014,71,33,52
3/22/2014,46,31,38.5
3/23/2014,35,23,29
3/24/2014,37,20,28.5
3/25/2014,33,20,26.5
3/26/2014,44,14,29
3/27/2014,52,34,43
3/28/2014,54,39,46.5
3/29/2014,40,29,34.5
3/30/2014,58,23,40.5
3/31/2014,70,32,51
4/1/2014,56,34,45
4/2/2014,52,41,46.5
4/3/2014,53,43,48
4/4/2014,55,37,46
4/5/2014,53,32,42.5
4/6/2014,58,32,45
4/7/2014,51,42,46.5
4/8/2014,61,40,50.5
4/9/2014,63,36,49.5
4/10/2014,75,45,60
4/11/2014,71,46,58.5
4/12/2014,78,44,61
4/13/2014,72,59,65.5
4/14/2014,62,31,46.5
4/15/2014,41,28,34.5
4/16/2014,53,27,40
4/17/2014,65,30,47.5
4/18/2014,68,43,55.5
4/19/2014,72,36,54
4/20/2014,78,43,60.5
4/21/2014,71,53,62
4/22/2014,64,42,53
4/23/2014,62,37,49.5
4/24/2014,71,48,59.5
4/25/2014,72,50,61
4/26/2014,79,49,64
4/27/2014,75,50,62.5
4/28/2014,71,54,62.5
4/29/2014,67,47,57
4/30/2014,50,44,47
5/1/2014,52,40,46
5/2/2014,53,44,48.5
5/3/2014,71,44,57.5
5/4/2014,69,46,57.5
5/5/2014,74,46,60
5/6/2014,78,49,63.5
5/7/2014,86,62,74
5/8/2014,88,64,76
5/9/2014,79,56,67.5
5/10/2014,77,53,65
5/11/2014,83,56,69.5
5/12/2014,83,67,75
5/13/2014,69,51,60
5/14/2014,53,44,48.5
5/15/2014,57,43,50
5/16/2014,53,41,47
5/17/2014,58,38,48
5/18/2014,66,37,51.5
5/19/2014,71,44,57.5
5/20/2014,84,57,70.5
5/21/2014,88,67,77.5
5/22/2014,77,58,67.5
5/23/2014,77,51,64
5/24/2014,77,50,63.5
5/25/2014,81,60,70.5
5/26/2014,88,59,73.5
5/27/2014,86,61,73.5
5/28/2014,87,63,75
5/29/2014,85,62,73.5
5/30/2014,87,65,76
5/31/2014,86,62,74
6/1/2014,89,62,75.5
6/2/2014,80,69,74.5
6/3/2014,86,68,77
6/4/2014,76,60,68
6/5/2014,78,57,67.5
6/6/2014,81,58,69.5
6/7/2014,81,59,70
6/8/2014,75,58,66.5
6/9/2014,79,54,66.5
6/10/2014,68,61,64.5
